Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Ganhadores_Sena;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1176;05/05/2010;11;14;21;30;33;49;0;0,00;102;23255,21;7379;459,22;27009415,74;33000000,00;18822278,89
1177;08/05/2010;33;38;47;50;52;55;1;32015488,03;78;34840,80;6269;619,27;0,00;2000000,00;19537432,09
1178;12/05/2010;1;22;30;45;50;53;0;0,00;27;42621,06;2330;705,56;2119836,94;5000000,00;19840265,97
1179;15/05/2010;5;22;28;47;59;60;0;0,00;99;15119,91;5765;370,92;15909470,94;20000000,00;20234179,49
1180;19/05/2010;12;30;34;44;57;60;0;0,00;70;27747,38;5176;536,07;19487422,20;24000000,00;20745315,40
1181;22/05/2010;18;20;26;31;44;45;0;0,00;67;35528,46;5964;570,18;23872382,69;29000000,00;21371738,34
1182;26/05/2010;2;4;29;52;56;60;0;0,00;82;29243,72;7157;478,64;28289723,98;34000000,00;22002787,10
1183;29/05/2010;5;10;12;20;29;37;4;8393631,32;545;5264,03;21948;186,73;0,00;2500000,00;22757758,73
1184;02/06/2010;4;9;23;27;28;30;0;0,00;134;8850,14;7342;230,75;14661502,87;18000000,00;23069842,46
1185;05/06/2010;2;10;21;35;43;54;0;0,00;96;17861,30;5571;439,69;17820133,57;22000000,00;23521075,43
1186;09/06/2010;7;8;12;13;15;41;1;21726964,78;196;10820,67;12126;249,85;0,00;1500000,00;24079194,19
1187;12/06/2010;8;17;19;40;43;49;0;0,00;42;29259,35;4013;437,46;2263749,35;5000000,00;24402586,97
1188;16/06/2010;9;20;44;52;59;60;0;0,00;32;37874,46;3164;547,21;4496348,84;7000000,00;24721529,75
1189;19/06/2010;14;21;27;31;35;50;0;0,00;44;34335,73;4064;531,06;16296089,09;20000000,00;25119101,38
1190;23/06/2010;10;11;19;37;53;56;2;9806336,06;146;12331,72;7261;354,22;0,00;2000000,00;25592898,97
1191;26/06/2010;3;11;16;22;25;33;0;0,00;138;7708,45;6525;232,89;1959568,05;4000000,00;25872837,29
1192;30/06/2010;17;20;49;52;57;59;0;0,00;34;33493,09;2691;604,53;4057292,71;6500000,00;26172512,25
1193;03/07/2010;2;9;12;14;32;54;0;0,00;72;18268,32;5845;321,47;6480249,51;9000000,00;26518648,95
1194;07/07/2010;6;13;24;41;50;53;0;0,00;54;27420,66;4511;468,92;17080404,23;21000000,00;26908310,87
1195;10/07/2010;17;20;26;27;55;57;1;20642817,77;63;30696,54;4448;621,10;0,00;2000000,00;27417227,11
1196;14/07/2010;3;6;19;20;58;60;0;0,00;85;12208,59;5086;291,48;1911607,90;5000000,00;27690313,98
1197;17/07/2010;36;37;39;49;54;60;0;0,00;35;37329,11;2662;701,14;4318353,37;7000000,00;28034134,77
1198;21/07/2010;22;29;36;41;48;58;0;0,00;52;26438,48;3708;529,66;6850881,31;9500000,00;28395924,50
1199;24/07/2010;16;19;23;28;39;58;0;0,00;71;22554,66;5692;401,91;18200523,70;22000000,00;28817340,54
1200;28/07/2010;3;10;11;39;54;56;1;21815376,29;91;21564,27;6489;432,01;0,00;2000000,00;29333748,06
1201;31/07/2010;28;32;36;49;55;60;0;0,00;67;16653,27;3425;465,38;2055364,13;5000000,00;29627371,53
1202;04/08/2010;8;9;11;48;53;60;0;0,00;63;19441,55;4195;417,10;4311607,33;7000000,00;29949692,00
1203;07/08/2010;7;9;30;33;38;55;0;0,00;99;14840,80;6138;341,95;7018099,86;10000000,00;30336333,81
1204;11/08/2010;5;10;25;39;43;52;0;0,00;95;16192,71;6613;332,31;18316592,66;22000000,00;30741151,60
1205;14/08/2010;4;13;14;26;29;35;0;0,00;141;15034,23;9645;313,97;22221535,91;27000000,00;31299000,65
1206;18/08/2010;2;6;11;36;37;48;0;0,00;112;20172,50;8526;378,55;26383440,55;31000000,00;31893558,47
1207;21/08/2010;9;11;22;32;35;56;0;0,00;108;24942,19;8377;459,37;31345622,39;37000000,00;32602441,61
1208;25/08/2010;1;12;20;26;45;54;0;0,00;125;24276,47;9464;458,06;36935598,02;43000000,00;33401009,57
1209;28/08/2010;5;14;17;30;35;38;0;0,00;251;14955,49;16146;332,13;59900458,51;70000000,00;34388859,20
1210;01/09/2010;3;7;9;10;31;34;0;0,00;993;7346,20;57447;181,40;73338200,39;85000000,00;36308536,62
1211;04/09/2010;3;15;31;36;48;54;7;13217564,89;981;10616,29;44163;336,88;0,00;2000000,00;39049215,76
1212;08/09/2010;2;23;33;35;40;50;0;0,00;28;38564,29;2326;663,18;1989105,38;4000000,00;39333373,68
1213;11/09/2010;3;11;26;34;45;53;0;0,00;111;14827,50;6156;381,93;5020939,63;8000000,00;39766492,87
1214;15/09/2010;5;29;30;36;41;48;0;0,00;87;20055,78;6593;378,07;33917085,84;40000000,00;40225664,67
1215;18/09/2010;10;25;30;47;50;51;0;0,00;144;21544,81;10052;440,91;39632131,51;46000000,00;41042099,78
1216;22/09/2010;4;7;13;25;27;58;0;0,00;555;6029,59;26524;180,23;45796594,37;53000000,00;41922737,34
1217;25/09/2010;5;11;15;28;43;50;0;0,00;266;15239,05;16184;357,81;53263730,31;61000000,00;42989471,06
1218;29/09/2010;10;23;29;31;33;46;0;0,00;211;23992,46;17290;418,27;62589221,31;75000000,00;44321684,07
1219;02/10/2010;2;33;34;37;41;53;0;0,00;220;28644,89;17919;502,40;99517334,59;115000000,00;45980072,51
1220;06/10/2010;5;15;43;48;52;55;1;119142144,27;377;28258,54;30478;499,35;0,00;3000000,00;48783616,75
1221;09/10/2010;5;14;37;43;46;58;0;0,00;102;15007,28;5864;372,91;2819788,93;6000000,00;49186443,74
1222;13/10/2010;5;8;19;26;48;57;0;0,00;121;11735,29;7404;273,97;5435524,20;8000000,00;49560120,23
1223;16/10/2010;15;17;35;42;47;48;0;0,00;358;5816,15;9411;316,07;9271123,19;13000000,00;50108062,95
1224;20/10/2010;19;21;27;41;53;57;1;13344577,42;124;17833,09;6867;460,02;0,00;23000000,00;50689985,00
1225;23/10/2010;31;32;34;40;50;55;1;24970852,82;36;64045,66;3825;861,11;0,00;2000000,00;51296733,30
1226;27/10/2010;10;31;40;50;55;56;0;0,00;57;22714,31;9917;186,50;2385002,68;5000000,00;51637447,99
1227;30/10/2010;4;28;30;31;35;54;1;5445377,96;463;3588,23;5301;447,71;0,00;1600000,00;52074644,47
1228;03/11/2010;10;23;36;50;52;60;0;0,00;43;24741,50;3050;498,30;1959787,41;5000000,00;52354614,11
1229;06/11/2010;12;30;32;40;49;60;0;0,00;42;38879,24;2827;825,16;14182939,00;18000000,00;52784332,00
1230;10/11/2010;9;12;19;22;35;37;0;0,00;110;18549,80;9272;314,38;17941713,91;22000000,00;53321299,85
1231;13/11/2010;5;20;23;27;39;49;1;22383261,66;161;14975,94;9961;345,79;0,00;2000000,00;53955806,69
1232;17/11/2010;8;11;12;15;18;22;0;0,00;161;6658,40;7374;207,68;1974742,97;4500000,00;54237912,84
1233;20/11/2010;22;29;32;49;54;59;0;0,00;33;43459,53;3057;670,20;4616624,43;8000000,00;54615324,50
1234;24/11/2010;3;5;19;24;30;35;0;0,00;120;12853,80;9102;242,09;17300360,17;21000000,00;55021234,06
1235;27/11/2010;10;16;20;26;49;55;0;0,00;83;25186,56;6028;495,42;21151251,64;25000000,00;55571361,42
1236;01/12/2010;3;8;17;20;38;53;0;0,00;136;16352,70;9270;342,72;25248033,37;30000000,00;56156615,97
1237;04/12/2010;5;18;21;26;39;59;1;30150521,09;132;20161,75;9303;408,67;0,00;2000000,00;56856971,38
1238;08/12/2010;13;14;24;39;40;45;0;0,00;41;28938,22;3065;553,00;2185597,01;5000000,00;57169199,54
1239;11/12/2010;1;15;37;39;48;52;0;0,00;57;27226,64;3794;584,35;16292399,49;20000000,00;57577599,08
1240;15/12/2010;8;9;12;22;42;49;0;0,00;123;15840,70;8257;337,10;19881568,56;24000000,00;58090337,54
1241;18/12/2010;10;13;25;26;28;45;0;0,00;181;12479,72;12556;257,00;24042571,82;26000000,00;58684766,59
1242;20/12/2010;11;34;45;48;51;54;0;0,00;19;46855,32;2046;621,59;25682508,00;29000000,00;58919043,21
1243;22/12/2010;9;19;23;29;32;57;0;0,00;139;15365,51;8401;363,18;29616886,54;34000000,00;59481097,30
1244;24/12/2010;2;8;15;25;34;45;0;0,00;124;16432,85;9080;320,59;104122626,00;200000000,00;104122626,00
1245;31/12/2010;2;10;34;37;43;50;4;48598800,01;1561;17722,09;94921;416,34;0,00;2000000,00;0,00
1246;05/01/2011;10;37;40;43;57;59;0;0,00;46;25351,73;3939;422,94;2148225,48;4700000,00;306889,37
1247;08/01/2011;3;9;11;24;36;51;0;0,00;164;9098,41;9543;223,37;4896902,11;8000000,00;699557,47
1248;12/01/2011;20;33;34;57;58;60;0;0,00;86;18318,69;3832;587,31;7798968,50;11000000,00;1114138,40
1249;15/01/2011;3;8;36;40;51;53;1;11177972,67;103;17808,90;5887;445,12;0,00;9000000,00;1596853,29
1250;19/01/2011;1;2;24;40;51;59;0;0,00;61;23819,88;4394;472,40;9702756,58;12000000,00;1979225,06
1251;22/01/2011;5;27;34;46;48;52;0;0,00;261;6814,23;9795;259,39;12978966,70;17000000,00;2447255,10
1252;26/01/2011;2;14;35;39;49;51;0;0,00;67;26937,47;4975;518,25;16303617,54;20000000,00;2922205,24
1253;29/01/2011;2;17;23;43;44;51;0;0,00;99;19092,84;7284;370,71;19785548,84;24000000,00;3419624,01
1254;02/02/2011;7;9;14;18;29;39;0;0,00;142;15443,85;9454;331,38;34384817,93;40000000,00;3996736,15
1255;05/02/2011;5;23;38;39;51;54;0;0,00;155;18671,52;11485;359,98;39716029,61;46000000,00;4758337,83
1256;09/02/2011;26;33;35;38;43;53;0;0,00;121;26009,88;8843;508,42;45513494,46;52000000,00;5586547,10
1257;12/02/2011;2;15;26;27;30;52;2;26211767,61;154;24358,21;11765;455,48;0,00;2500000,00;6573695,79
1258;16/02/2011;11;26;47;55;57;59;0;0,00;27;45045,03;2688;646,37;2240397,48;5000000,00;6893752,58
1259;19/02/2011;4;6;39;46;54;58;0;0,00;74;21208,42;5240;427,86;19695537,06;23000000,00;7306758,51
1260;23/02/2011;19;23;29;31;41;53;0;0,00;70;30497,83;5798;526,00;23628152,10;28000000,00;7868560,67
1261;26/02/2011;10;14;22;41;42;53;0;0,00;78;32348,20;6490;555,39;28276078,02;33000000,00;8532550,11
1262;02/03/2011;5;7;8;9;11;39;2;16677746,77;440;6266,81;25528;154,30;0,00;2000000,00;9258180,92
1263;05/03/2011;4;18;26;36;41;53;0;0,00;79;17195,98;4180;464,27;2502467,36;5000000,00;9615676,26
1264;09/03/2011;4;17;36;37;51;56;0;0,00;29;29003,13;2583;465,17;15184977,60;18000000,00;9837015,96
1265;12/03/2011;13;19;24;46;50;60;0;0,00;97;21519,92;7669;388,84;19030246,79;23000000,00;10386340,14
1266;16/03/2011;6;10;33;39;42;60;0;0,00;106;21310,49;8019;402,42;23191400,61;27000000,00;10980790,71
1267;19/03/2011;4;20;30;41;47;58;0;0,00;56;45560,13;5172;704,71;27891287,17;33000000,00;11652203,09
1268;23/03/2011;3;16;17;44;53;60;0;0,00;123;22695,13;8836;451,31;33033525,87;39000000,00;12386808,63
1269;26/03/2011;4;5;15;17;27;51;2;19413790,51;200;15726,72;15111;297,35;0,00;17000000,00;13214530,82
1270;30/03/2011;5;9;24;31;33;42;0;0,00;144;12262,67;9186;274,61;18113899,54;21000000,00;13679221,48
1271;02/04/2011;1;2;39;48;52;59;0;0,00;65;35889,76;6281;530,58;22411226,22;27000000,00;14293125,31
1272;06/04/2011;13;26;27;28;35;52;0;0,00;113;22189,35;9626;372,11;27030113,51;33000000,00;14952966,37
1273;09/04/2011;13;19;26;40;58;60;0;0,00;118;24927,21;8910;471,60;32448501,08;38000000,00;15727021,75
1274;13/04/2011;13;17;21;39;40;59;0;0,00;166;19039,00;11088;407,19;52984883,98;59000000,00;16558725,54
1275;16/04/2011;2;14;48;55;58;60;0;0,00;111;38847,41;11630;529,67;60928157,26;70000000,00;17693478,88
1276;20/04/2011;5;9;11;22;36;40;2;35704303,03;560;10159,62;30367;267,64;0,00;2500000,00;19190685,85
1277;23/04/2011;12;18;31;50;59;60;0;0,00;30;27463,17;1783;660,11;1517701,88;4000000,00;19407500,42
1278;27/04/2011;4;16;24;25;30;56;0;0,00;187;8408,70;5455;411,79;4414276,70;7000000,00;19821296,85
1279;30/04/2011;8;14;29;35;36;40;0;0,00;98;19541,91;5880;465,28;24514912,08;28000000,00;20325272,46
1280;04/05/2011;6;10;16;20;29;54;0;0,00;97;26209,43;8585;423,04;29198123,13;35000000,00;20994302,63
1281;07/05/2011;8;11;14;30;36;38;1;34943738,22;198;15752,77;12813;347,75;0,00;2000000,00;21815104,79
1282;11/05/2011;4;23;39;52;55;56;0;0,00;37;37341,85;4203;469,61;2545141,94;5000000,00;22178696,51
1283;14/05/2011;8;30;40;44;59;60;0;0,00;57;31085,32;4333;584,17;5809100,65;9000000,00;22644976,34
1284;18/05/2011;20;21;26;29;31;36;0;0,00;46;39040,47;3353;765,14;21403382,14;26000000,00;23117571,51
1285;21/05/2011;10;15;28;31;33;38;0;0,00;127;20125,56;9744;374,72;26111704,05;32000000,00;23790188,94
1286;25/05/2011;2;5;28;33;51;52;0;0,00;185;14780,11;12297;317,65;31148608,26;37000000,00;24509746,70
1287;28/05/2011;11;12;31;33;42;52;0;0,00;137;23204,42;8177;555,39;37004670,64;43000000,00;25346327,05
1288;01/06/2011;17;30;32;40;42;56;0;0,00;69;54770,01;7350;734,52;43966226,83;52000000,00;26340835,08
1289;04/06/2011;1;3;8;13;27;52;2;26440275,46;436;11099,09;30724;225,00;0,00;23000000,00;27614309,97
1290;08/06/2011;2;3;14;23;34;50;0;0,00;93;24687,30;7535;435,28;24014974,07;30000000,00;28218499,29
1291;11/06/2011;18;40;47;54;57;58;0;0,00;49;57917,35;5416;748,56;29242776,55;35000000,00;28965328,24
1292;15/06/2011;9;11;23;30;31;54;0;0,00;128;22773,34;10397;400,52;34612488,92;40000000,00;29732430,01
1293;18/06/2011;1;13;24;40;44;50;0;0,00;163;20581,95;11182;428,60;40792489,49;50000000,00;30615287,25
1294;22/06/2011;4;6;29;48;50;51;0;0,00;148;25649,30;10401;521,39;65385078,43;72000000,00;31614260,00
1295;25/06/2011;2;5;15;20;43;57;1;73451540,26;314;13945,66;20014;312,56;0,00;2500000,00;32766611,70
1296;29/06/2011;10;14;43;46;49;53;0;0,00;48;27308,81;3607;519,15;2414673,52;5000000,00;33111565,08
1297;02/07/2011;2;5;11;13;56;59;0;0,00;100;17409,61;9538;260,75;5621705,90;9000000,00;33569712,58
1298;06/07/2011;14;15;30;53;55;60;1;9047534,60;38;48940,41;4046;656,63;0,00;2000000,00;34059116,70
1299;09/07/2011;8;22;32;43;53;56;0;0,00;35;40850,42;3035;672,98;15046663,45;18000000,00;34435370,58
1300;13/07/2011;43;44;46;53;54;59;2;9484391,42;58;36709,50;3652;832,87;0,00;2500000,00;34995673,37
1301;16/07/2011;3;16;23;25;51;56;1;2751015,40;74;20181,19;5155;413,85;0,00;2000000,00;35388675,59
1302;20/07/2011;2;10;15;44;56;57;0;0,00;63;20161,47;5084;356,91;2339791,97;5000000,00;35722931,60
1303;23/07/2011;8;19;46;51;52;54;0;0,00;40;40211,48;3573;643,10;5302743,11;9000000,00;36146210,35
1304;27/07/2011;7;14;15;20;23;35;0;0,00;79;21229,70;7568;316,58;17861876,13;21000000,00;36587564,60
1305;30/07/2011;3;5;11;36;44;46;0;0,00;136;16998,55;9982;330,85;22120460,55;27000000,00;37195933,81
1306;03/08/2011;6;19;22;34;43;45;0;0,00;167;14988,50;10694;334,37;26731395,64;32000000,00;37854638,84
1307;06/08/2011;7;10;32;43;47;54;1;32075789,45;153;18962,37;11019;376,13;0,00;2000000,00;38618123,69
1308;09/08/2011;7;8;24;30;33;47;0;0,00;75;11487,79;4417;278,65;1587128,31;3800000,00;38844856,31
1309;11/08/2011;7;12;25;26;32;39;0;0,00;100;13438,49;6163;311,50;15550756,73;18000000,00;39198500,63
1310;13/08/2011;8;9;14;32;53;59;0;0,00;107;19392,08;7570;391,57;19373038,14;24000000,00;39744540,85
1311;17/08/2011;7;9;12;19;45;54;0;0,00;253;9118,47;13609;242,16;23622724,12;29000000,00;40351638,87
1312;20/08/2011;5;20;22;28;29;30;0;0,00;201;13386,76;10377;370,42;28579345,16;33000000,00;41059727,61
1313;24/08/2011;1;4;26;39;43;49;0;0,00;140;20309,34;9036;449,52;33817016,06;39000000,00;41807966,32
1314;27/08/2011;38;42;44;52;58;60;0;0,00;122;27514,75;7797;615,03;55369062,27;63000000,00;42691334,54
1315;31/08/2011;1;27;29;38;50;52;1;63981675,84;108;43290,92;9003;741,88;0,00;2500000,00;43921707,92
1316;03/09/2011;8;13;25;34;42;48;1;2824002,29;241;6361,12;9757;224,45;0,00;2000000,00;44325136,83
1317;08/09/2011;6;13;29;30;35;37;0;0,00;67;17952,11;5004;343,38;2215668,61;4700000,00;44641660,93
1318;10/09/2011;11;14;16;28;34;46;0;0,00;140;10648,09;6962;305,89;4961754,76;8000000,00;45033958,97
1319;14/09/2011;4;5;16;18;27;51;0;0,00;103;17148,38;7798;323,57;20568151,64;25000000,00;45498770,35
1320;17/09/2011;17;24;25;38;41;55;0;0,00;128;20240,70;8496;435,63;25340695,29;31000000,00;46180562,32
1321;21/09/2011;10;47;51;53;59;60;1;31071213,53;128;24303,54;11775;377,41;0,00;2000000,00;46999207,80
1322;24/09/2011;10;21;43;47;53;55;0;0,00;54;27567,36;3738;568,92;2742226,09;5700000,00;47390954,40
1323;28/09/2011;6;15;25;37;48;55;0;0,00;58;28697,23;5387;441,39;5808298,70;9000000,00;47828964,79
1324;01/10/2011;18;29;31;44;51;57;0;0,00;86;23149,62;5421;524,64;22033754,85;26000000,00;48352877,16
1325;05/10/2011;2;5;16;20;35;43;0;0,00;195;13111,44;14090;259,22;26743520,84;32000000,00;49025700,88
1326;08/10/2011;10;11;18;19;30;50;0;0,00;179;17249,11;13207;333,97;32431186,77;38000000,00;49838224,59
1327;13/10/2011;16;35;36;41;52;54;0;0,00;89;38492,13;7175;682,09;38741869,73;46000000,00;50739750,74
1328;15/10/2011;10;23;27;43;53;59;1;45390782,32;213;16945,58;14179;363,65;0,00;2000000,00;51689595,42
1329;19/10/2011;7;8;11;39;43;50;0;0,00;66;22514,95;5244;404,81;19139519,77;23000000,00;52080644,52
1330;22/10/2011;8;18;21;30;48;49;0;0,00;76;34525,57;6768;553,85;23973099,60;30000000,00;52771155,94
1331;26/10/2011;9;24;26;39;46;57;1;29215205,37;157;18125,57;11461;354,70;0,00;2000000,00;53520028,21
1332;29/10/2011;3;5;13;24;35;59;1;2963357,08;150;10724,53;10790;212,98;0,00;2000000,00;53943364,94
1333;03/11/2011;25;26;28;33;42;51;0;0,00;54;25689,91;3893;509,06;2555470,44;5000000,00;54308432,16
1334;05/11/2011;1;6;8;10;25;27;0;0,00;392;4246,20;16794;141,59;17351264,84;21000000,00;54746461,03
1335;09/11/2011;3;14;20;22;49;51;1;21885288,49;94;26184,33;7457;471,52;0,00;2500000,00;55394178,71
1336;12/11/2011;1;32;38;47;51;54;1;3086420,09;38;44091,72;3539;676,33;0,00;2000000,00;55835095,87
1337;16/11/2011;2;20;35;38;45;51;0;0,00;30;39144,08;2680;625,97;2163225,69;5000000,00;56144128,12
1338;19/11/2011;1;18;19;33;43;60;1;5448452,03;102;17484,40;6329;402,54;0,00;2300000,00;56613446,19
1339;23/11/2011;7;10;14;16;54;59;0;0,00;58;23616,19;5087;384,66;12323951,62;16000000,00;56973903,84
1340;26/11/2011;13;21;30;36;59;60;0;0,00;71;29502,90;6148;486,73;16182620,14;20000000,00;57525142,22
1341;30/11/2011;1;11;20;37;40;52;0;0,00;90;26529,68;6566;519,48;20580961,40;25000000,00;58153476,70
1342;03/12/2011;5;7;42;46;50;60;0;0,00;102;27452,98;8092;494,35;25739230,68;31000000,00;58890372,31
1343;07/12/2011;19;20;31;42;51;56;0;0,00;58;50455,78;6113;683,89;31130032,72;37000000,00;59660486,92
1344;10/12/2011;8;19;21;36;42;59;3;12497169,80;236;14632,94;13393;368,35;0,00;20000000,00;60569269,32
1345;14/12/2011;7;17;19;26;40;50;0;0,00;74;28067,82;6043;491,00;19645695,09;24000000,00;61115853,23
1346;17/12/2011;12;32;40;47;48;59;1;24409476,19;57;45369,34;5205;709,77;0,00;2000000,00;61796393,40
1347;20/12/2011;9;19;45;46;54;56;0;0,00;38;24020,82;2940;443,53;1681457,45;4000000,00;62036601,62
1348;22/12/2011;7;12;38;39;45;56;0;0,00;89;15808,64;5009;401,26;4273242,73;7000000,00;62406856,67
1349;24/12/2011;9;19;20;50;51;60;1;7099412,95;168;9132,18;7012;312,56;0,00;170000000,00;72672429,30
1350;31/12/2011;3;4;29;36;45;55;5;35523497,52;954;33711,30;85582;536,83;0,00;2500000,00;0,00
1351;04/01/2012;13;33;36;41;50;56;0;0,00;34;35012,63;3264;521,02;2192896,53;4700000,00;313270,94
1352;07/01/2012;9;18;24;35;36;59;0;0,00;75;21559,89;6632;348,30;5171565,92;8000000,00;738795,15
1353;11/01/2012;3;11;13;27;32;47;1;8311160,99;161;10586,03;10308;236,20;0,00;2000000,00;1187308,75
1354;14/01/2012;2;8;38;42;48;49;1;2815977,40;71;21530,61;4842;451,01;0,00;9500000,00;1589591,26
1355;18/01/2012;11;17;24;39;46;49;0;0,00;133;12427,32;6490;363,81;10038894,30;13500000,00;2024547,42
1356;21/01/2012;6;13;21;22;31;46;0;0,00;90;22697,17;7070;412,75;13801846,13;18000000,00;2562111,99
1357;25/01/2012;1;19;24;26;52;55;0;0,00;116;17572,17;6940;419,59;17556742,21;21500000,00;3098525,73
1358;28/01/2012;3;15;16;35;37;47;0;0,00;145;16856,70;10440;334,45;22059253,65;27000000,00;3741741,67
1359;01/02/2012;6;10;12;17;28;53;0;0,00;254;10009,69;13663;265,83;39156095,15;45000000,00;4410810,11
1360;04/02/2012;2;16;17;25;50;54;2;22673254,06;112;30004,55;9880;485,90;0,00;2500000,00;5295154,83
1361;08/02/2012;23;27;30;37;38;44;0;0,00;38;36490,98;3381;585,90;2554368,24;5000000,00;5660064,59
1362;11/02/2012;2;12;19;22;36;58;3;1924196,22;129;13542,90;8825;282,80;0,00;2000000,00;6119810,37
1363;15/02/2012;25;35;42;45;52;57;0;0,00;36;36166,13;2744;677,83;2398385,40;5000000,00;6462436,87
1364;18/02/2012;10;13;20;40;44;53;0;0,00;60;26450,47;4436;511,08;16186627,78;19000000,00;6880075,89
1365;22/02/2012;2;24;26;32;35;50;0;0,00;52;23397,34;3368;516,05;18427847,04;22000000,00;7200250,08
1366;25/02/2012;12;27;37;44;54;59;1;22902720,55;124;19590,46;7974;435,20;0,00;2000000,00;7839517,74
1367;01/03/2012;2;7;13;29;38;43;0;0,00;111;9193,08;6443;226,25;1879743,88;3800000,00;8108052,58
1368;03/03/2012;10;21;26;29;32;38;1;4873830,43;34;47804,75;4447;522,13;0,00;2000000,00;8535779,24
1369;07/03/2012;5;16;24;32;38;46;0;0,00;195;6509,72;7636;237,48;11093283,98;14500000,00;8869830,97
1370;10/03/2012;2;4;5;27;49;59;2;7499281,75;115;18434,86;9979;303,49;0,00;2000000,00;9427728,06
1371;14/03/2012;3;4;8;11;47;49;0;0,00;101;12265,25;7421;238,47;2281981,94;5000000,00;9753725,50
1372;17/03/2012;3;36;40;46;58;60;0;0,00;48;34817,31;4069;586,74;5360565,43;9000000,00;10193523,16
1373;21/03/2012;7;27;39;52;55;57;1;8520148,41;73;23495,92;6082;402,87;0,00;2000000,00;10644892,18
1374;24/03/2012;6;21;28;31;33;43;0;0,00;32;44298,35;3575;566,45;12062910,42;15000000,00;11017930,91
1375;28/03/2012;14;25;28;45;53;58;2;7822077,02;121;16066,97;7136;389,19;0,00;2000000,00;11529537,16
1376;31/03/2012;9;11;21;49;53;54;0;0,00;57;25317,58;4091;503,92;2658346,01;5500000,00;11909300,90
1377;04/04/2012;2;5;12;13;25;35;1;5600981,17;175;9128,17;12352;184,75;0,00;2000000,00;12329677,36
1378;07/04/2012;2;5;17;18;54;59;0;0,00;74;15789,08;5614;297,31;2152301,02;5000000,00;12637148,96
1379;11/04/2012;5;12;36;45;50;58;0;0,00;61;24980,79;5455;399,06;13848344,05;17000000,00;13038156,32
1380;14/04/2012;3;14;52;55;57;60;0;0,00;100;23424,79;6994;478,46;18163437,01;23000000,00;13654598,19
1381;18/04/2012;11;27;30;40;44;57;1;22817234,34;109;23177,49;7087;509,25;0,00;2000000,00;14319426,39
1382;20/04/2012;5;13;16;17;27;55;0;0,00;70;14068,17;6131;229,45;1814053,48;4500000,00;14578576,91
1383;25/04/2012;7;9;23;44;46;55;0;0,00;106;14064,76;6224;342,19;4560383,15;7500000,00;14970909,73
1384;28/04/2012;2;18;30;31;45;56;2;4030007,03;56;33924,99;5010;541,71;0,00;14000000,00;15470857,02
1385;02/05/2012;27;35;36;37;42;59;1;13402970,05;52;28177,29;4170;501,95;0,00;2000000,00;15856440,95
1386;05/05/2012;12;28;38;39;51;56;0;0,00;27;54363,88;3462;605,68;2703887,60;6000000,00;16242710,61
1387;09/05/2012;18;27;32;43;50;52;0;0,00;47;34677,09;3492;666,75;5706194,01;9000000,00;16671611,54
1388;12/05/2012;22;29;31;43;50;54;0;0,00;48;42785,64;4047;724,95;9489345,77;14000000,00;17212061,81
1389;16/05/2012;1;16;28;39;44;57;1;13488668,85;146;14870,28;7397;419,29;0,00;13000000,00;17783393,69
1390;19/05/2012;4;19;27;28;29;31;2;6920519,93;149;13356,03;7924;358,77;0,00;2000000,00;18307090,69
1391;23/05/2012;7;12;19;34;40;53;0;0,00;74;17006,16;5293;339,65;2318207,92;5000000,00;18638263,26
1392;26/05/2012;2;8;12;28;33;43;0;0,00;116;14023,20;8651;268,62;5314742,80;10000000,00;19066339,69
1393;30/05/2012;4;18;24;28;39;44;1;8139697,37;86;17831,94;5717;383,20;0,00;2000000,00;19469904,65
1394;02/06/2012;11;16;24;35;46;50;0;0,00;32;45243,54;4092;505,44;11764027,65;15000000,00;19850902,89
1395;06/06/2012;5;11;17;19;44;48;0;0,00;245;8770,07;13657;224,75;15722099,73;20000000,00;20416341,78
1396;09/06/2012;29;48;52;54;55;58;0;0,00;44;51823,24;4577;711,70;19922509,60;25000000,00;21016400,35
1397;13/06/2012;3;4;7;15;27;56;0;0,00;249;11336,06;18115;222,59;25122180,21;31000000,00;21759210,45
1398;16/06/2012;14;32;33;40;42;51;0;0,00;75;43777,11;7149;656,09;31170332,79;37000000,00;22623232,27
1399;20/06/2012;34;39;43;56;57;60;2;19136470,53;648;5950,16;9834;560,11;0,00;20000000,00;23637890,60
1400;23/06/2012;9;26;34;43;53;54;0;0,00;72;30435,06;6208;504,26;20699395,11;25000000,00;24214554,83
1401;27/06/2012;11;12;25;33;48;54;1;25157779,26;233;10387,41;11965;288,96;0,00;2000000,00;24851466,86
1402;30/06/2012;2;9;10;21;27;38;0;0,00;101;15262,45;7929;277,73;2839619,38;6000000,00;25257126,79
1403;04/07/2012;13;16;20;26;39;42;0;0,00;95;19010,85;6176;417,75;6166518,19;10000000,00;25732398,05
1404;07/07/2012;7;8;27;31;32;51;0;0,00;88;25404,89;7470;427,54;22089242,39;27000000,00;26320721,89
1405;11/07/2012;3;14;17;32;37;39;1;27622910,73;315;9536,48;15516;276,58;0,00;2500000,00;27111245,95
